PSML_position_x_raven,PSML_position_y_raven,PSML_position_z_raven,PSMR_position_x_raven,PSMR_position_y_raven,PSMR_position_z_raven,PSML_gripper_angle_raven,PSMR_gripper_angle_raven,Trackstar time_raven,True frame #,Frame,Timestamp,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSML_position_x_trakstar,PSML_position_y_trakstar,PSML_position_z_trakstar,PSMR_position_x_trakstar,PSMR_position_y_trakstar,PSMR_position_z_trakstar,PSML_gripper_angle_trakstar,PSMR_gripper_angle_trakstar,Trackstar time_trakstar,Relative frame #,Frame timestamp
374.9355,11.94345,-88.34835000000002,398.5990000000001,-110.784,-95.77105,0.4957875724013669,0.0957255951967022,1674856624.3717,309,28,1674856624373.0,-0.0139499768190703,-0.0173015054542944,-0.0842765054587553,-0.0111600068482595,-0.015625513630524,-0.0474400013836187,374.9355,11.94345,-88.34835000000001,398.5990000000001,-110.784,-95.77105,0.4957875724013669,0.0957255951967022,1674856624.3717,28,1674856624373.0
374.2655,12.724799999999998,-92.25485,398.599,-112.5143,-97.278,0.5105668387918134,0.0768203083753205,1674856624.4047,310,29,1674856624406.3333,-0.0184199877321835,-0.0016739673011252,-0.0999010436046003,-0.0050199918579899,-0.0346025599612036,-0.0418599877605385,374.2655,12.724799999999998,-92.25485,398.599,-112.5143,-97.278,0.5105668387918134,0.0768203083753205,1674856624.4047,29,1674856624406.3333
373.484,13.450350000000002,-96.05005,397.762,-114.18845,-98.00315,0.5599454337541145,0.0870518172004127,1674856624.4415,311,30,1674856624439.6667,-0.0184199877321824,0.0106039727479957,-0.1105059918226264,-0.0106049645876156,-0.0479964945611323,-0.0334870286441281,373.484,13.450350000000002,-96.05005,397.762,-114.18845,-98.00315,0.5599454337541145,0.0870518172004127,1674856624.4415,30,1674856624439.6667
372.926,14.3433,-99.39875,397.092,-115.0815,-98.89625,0.6045299324586754,0.0802931121028995,1674856624.4746,312,31,1674856624473.0,-0.0200949918215486,0.0239985054494915,-0.1105039918177433,-0.0150699754885219,-0.0429749823015808,-0.0312520231875717,372.926,14.3433,-99.39875,397.092,-115.0815,-98.89625,0.6045299324586754,0.0802931121028995,1674856624.4746,31,1674856624473.0
372.703,15.12465,-102.7472,396.4225,-116.142,-100.40295,0.6380456380246783,0.0698254494624368,1674856624.5076,313,32,1674856624506.3333,-0.0156249809084354,0.0239985054494915,-0.1049234781934427,-0.0217649918337752,-0.0362769659490019,-0.0312495231814682,372.703,15.12465,-102.7472,396.4225,-116.142,-100.40295,0.6380456380246783,0.0698254494624368,1674856624.5076,32,1674856624506.3333
373.0375,15.73855,-105.14685,395.7525,-116.588,-102.8587,0.6849377140155529,0.0703173094665263,1674856624.5407,314,33,1674856624539.6667,-0.0044650354003575,0.022882010901125,-0.0909680463351998,-0.020094999988032,-0.0239955259169707,-0.0485554386799276,373.0375,15.73855,-105.14685,395.7525,-116.588,-102.8587,0.6849377140155529,0.0703173094665263,1674856624.5407,33,1674856624539.6667
373.54,16.464100000000002,-107.1564,395.362,-117.0905,-105.147,0.7312577581423859,0.0699437959695897,1674856624.5738,315,34,1674856624573.0,0.0061399904908193,0.021208006814201,-0.0775765136410281,-0.017299993164285,-0.0200900163820354,-0.062507472742511,373.54,16.464100000000002,-107.1564,395.362,-117.0905,-105.147,0.731257758142386,0.0699437959695897,1674856624.5738,34,1674856624573.0
373.54,17.245449999999998,-109.44465,394.357,-117.64849999999998,-107.9377,0.7464209668578197,0.0818453826348402,1674856624.6069,316,35,1674856624606.3333,0.0083699959351681,0.021208006814201,-0.0669744877571758,-0.0206550013552232,-0.0150650041139388,-0.0753475040902437,373.54,17.245449999999998,-109.44465,394.357,-117.64849999999998,-107.9377,0.7464209668578197,0.0818453826348402,1674856624.6069,35,1674856624606.3333
373.707,18.69655,-111.5653,394.3015,-118.5975,-110.56065,0.765691700138351,0.0727183639209897,1674856624.6399,317,36,1674856624639.6667,0.006695004113839,0.0295799659354943,-0.0641845013801562,-0.0145100313599599,-0.0200949795535121,-0.077019495926221,373.707,18.69655,-111.5653,394.3015,-118.5975,-110.56065,0.765691700138351,0.0727183639209897,1674856624.6399,36,1674856624639.6667
374.4885,21.37545,-113.965,393.855,-120.3835,-112.1794,0.8274587892973192,0.0507286489036765,1674856624.673,318,37,1674856624673.0,0.009485010925379,0.0491135136248198,-0.068086010905326,-0.0150700327271505,-0.0329300108890377,-0.0703239795797455,374.4885,21.37545,-113.965,393.855,-120.3835,-112.1794,0.8274587892973192,0.0507286489036765,1674856624.673,37,1674856624673.0
374.991,24.16595,-117.14645,393.3525,-120.495,-114.7465,0.9211952905943334,0.0455698541489786,1674856624.7061,319,38,1674856624706.3333,0.0145100231934753,0.0692050626764532,-0.0770180327120199,-0.0100450204590542,-0.0284649999881325,-0.0680879741207478,374.991,24.16595,-117.14645,393.3525,-120.495,-114.7465,0.9211952905943334,0.0455698541489786,1674856624.7061,38,1674856624706.3333
375.326,25.56125,-119.49,393.0735,-120.9975,-116.0305,0.973792973227606,0.0673955099430896,1674856624.7392,320,39,1674856624739.6667,0.0161900149903904,0.0686470654010493,-0.0792470218282839,-0.012280009546021,-0.0240000217897837,-0.0546985394988467,375.326,25.56125,-119.49,393.0735,-120.9975,-116.0305,0.973792973227606,0.0673955099430896,1674856624.7392,39,1674856624739.6667
375.7165,26.62162,-121.611,392.7945,-121.667,-117.872,1.0042006985419212,0.0729611622967949,1674856624.7722,321,40,1674856624773.0,0.0122800054444691,0.0524617258860602,-0.0764600150240681,-0.0106050054566559,-0.0128349945314163,-0.0569260449370924,375.7165,26.62162,-121.611,392.7945,-121.667,-117.872,1.0042006985419212,0.0729611622967949,1674856624.7722,40,1674856624773.0
375.884,27.514605,-124.346,392.7945,-123.62,-119.4345,1.0020345150863776,0.0769954504511873,1674856624.8053,322,41,1674856624806.3333,0.0089299972657384,0.0334865295598973,-0.0719955041243833,-0.0055799931885596,-0.0312500394900222,-0.0468800204106652,375.884,27.514605,-124.346,392.7945,-123.62,-119.4345,1.0020345150863776,0.0769954504511873,1674856624.8053,41,1674856624806.3333
375.3255,28.072700000000005,-128.085,392.348,-124.346,-122.225,1.028728116114706,0.1031651591108107,1674856624.8384,323,42,1674856624839.6667,-4.959106545092175e-06,0.0251145204388481,-0.0859499359875091,-0.0072549850098888,-0.0334850285769895,-0.061944946851454,375.3255,28.072700000000005,-128.085,392.348,-124.346,-122.225,1.028728116114706,0.1031651591108107,1674856624.8384,42,1674856624839.6667
374.4325,29.412135,-132.49450000000002,391.567,-126.2435,-124.96,1.0541159321613738,0.1043333299083478,1674856624.8715,324,43,1674856624873.0,-0.0128399904420708,0.0279051772519751,-0.1088349918592275,-0.0122749972657787,-0.0457650585575314,-0.070879968665472,374.4325,29.412135,-132.49450000000002,391.567,-126.2435,-124.96,1.0541159321613738,0.1043333299083478,1674856624.8715,43,1674856624873.0
373.3725,30.081859999999995,-137.35000000000002,391.176,-128.197,-127.3595,1.0610406636102103,0.1291160544424004,1674856624.9045,325,44,1674856624906.3333,-0.0251150204104059,0.0256725718012781,-0.1300400436293735,-0.0161850068117001,-0.0457700585697385,-0.0792499891000923,373.3725,30.081859999999995,-137.35000000000002,391.176,-128.197,-127.3595,1.0610406636102103,0.1291160544424004,1674856624.9045,44,1674856624906.3333
373.0375,30.86323,-140.866,391.12,-129.87099999999998,-130.15,1.071233926067669,0.1441657683702162,1674856624.9413,326,45,1674856624939.6667,-0.022880031323438,0.0279053108992318,-0.1278100545179921,-0.0122800258789895,-0.0552500122809018,-0.0792499891000925,373.0375,30.86323,-140.866,391.12,-129.87099999999998,-130.15,1.071233926067669,0.1441657683702162,1674856624.9413,45,1674856624939.6667
373.54,31.477155000000003,-142.6515,391.6230000000001,-130.20600000000002,-130.3175,1.1390966994944765,0.1635895260029038,1674856624.9743,327,46,1674856624973.0,-0.0089249972535309,0.0206501931865421,-0.1015699904553354,0.0005600054687442,-0.0396249741338364,-0.0535749264168339,373.54,31.477155000000003,-142.6515,391.623,-130.206,-130.3175,1.1390966994944765,0.1635895260029038,1674856624.9743,46,1674856624973.0
373.317,32.760785,-143.8795,391.79,-129.5365,-131.3225,1.1840619377435084,0.179924414511012,1674856625.0074,328,47,1674856625006.3333,-0.0005549768189113,0.0267892581744937,-0.0652949018931075,0.0061400190918237,-0.0133949100955938,-0.0396298923713405,373.317,32.760785,-143.8795,391.79,-129.5365,-131.3225,1.1840619377435084,0.179924414511012,1674856625.0074,47,1674856625006.3333
373.707,34.993215,-145.442,392.292,-129.5365,-131.15449999999998,1.2304372506160852,0.1906038612556918,1674856625.0405,329,48,1674856625039.6667,0.006694987780871,0.0412997873223006,-0.045759997278384,0.0117199918458624,0.0033450081665237,-0.0100450368286428,373.707,34.993215,-145.442,392.292,-129.5365,-131.15449999999998,1.2304372506160852,0.1906038612556918,1674856625.0405,48,1674856625039.6667
375.27,36.276875,-145.27499999999995,392.906,-129.648,-130.6525,1.2463435673478895,0.2116034329849537,1674856625.0736,330,49,1674856625073.0,0.0173000136720474,0.0479971536732926,-0.0262349496098102,0.0128299945558298,0.0055800136230803,-0.0033500204833884,375.27,36.276875,-145.27499999999998,392.906,-129.648,-130.6525,1.2463435673478895,0.2116034329849537,1674856625.0736,49,1674856625073.0
376.5535,36.834975,-145.721,393.241,-130.15,-130.764,1.2547145661213222,0.2126204724324318,1674856625.1066,331,50,1674856625106.3333,0.0323650504519231,0.0407418359601147,-0.0184149305179672,0.0145099986574024,-0.006135014978064,0.0055850013306295,376.5535,36.834975,-145.721,393.241,-130.15,-130.764,1.2547145661213222,0.2126204724324318,1674856625.1066,50,1674856625106.3333
378.172,36.667535,-148.344,393.4085,-130.6525,-131.769,1.2524484180314253,0.1995871772515919,1674856625.1397,332,51,1674856625139.6667,0.0446499904668638,0.0167432531406949,-0.0290198787359934,0.0111650149903311,-0.011159990442051,-0.0061449413942594,378.172,36.667535,-148.344,393.4085,-130.6525,-131.769,1.2524484180314253,0.1995871772515919,1674856625.1397,51,1674856625139.6667
380.293,36.38847,-150.74450000000004,393.799,-132.8295,-133.7775,1.2458012253719168,0.2054177120032153,1674856625.1728,333,52,1674856625173.0,0.0502300040899445,0.0011159649881359,-0.054694941419253,0.0089300095337748,-0.0318150408694201,-0.0312500026859128,380.293,36.38847,-150.74450000000002,393.799,-132.8295,-133.7775,1.2458012253719168,0.2054177120032153,1674856625.1728,52,1674856625173.0
381.8,35.216455,-152.4185,395.139,-134.1685,-134.7265,1.260922157268157,0.2069377553557906,1674856625.2059,334,53,1674856625206.3333,0.0524650095465008,-0.0161852272511029,-0.0669749713997938,0.0189800340699675,-0.0401850613040402,-0.0396250231327398,381.8,35.216455,-152.4185,395.139,-134.1685,-134.7265,1.260922157268157,0.2069377553557906,1674856625.2059,53,1674856625206.3333
382.079,33.70955,-153.535,396.199,-135.564,-135.9545,1.2509260018806936,0.1942392631156007,1674856625.2389,335,54,1674856625239.6667,0.039070074951455,-0.0295798118478578,-0.0519100449590051,0.0279049904910786,-0.0491150177007374,-0.0418550122441212,382.079,33.70955,-153.535,396.199,-135.564,-135.9545,1.2509260018806936,0.1942392631156007,1674856625.2389,54,1674856625239.6667
382.3025,31.588755,-153.0325,396.6455,-137.7405,-137.7405,1.2134975443467442,0.2000585716889343,1674856625.272,336,55,1674856625273.0,0.0200950286256579,-0.0479971568120789,-0.0228799740848081,0.0284649918582692,-0.0491100176885305,-0.0396300068119791,382.3025,31.588755,-153.0325,396.6455,-137.7405,-137.7405,1.2134975443467442,0.2000585716889343,1674856625.272,55,1674856625273.0
383.139,30.416735,-151.86,396.6455,-139.247,-138.4105,1.1780109438972532,0.2238843505738845,1674856625.3051,337,56,1674856625306.3333,0.013390012255989,-0.0479972068122009,0.0055850954099897,0.0150649591433459,-0.0507850217778962,-0.0368400000004394,383.139,30.416735,-151.86,396.6455,-139.247,-138.4105,1.1780109438972532,0.2238843505738845,1674856625.3051,56,1674856625306.3333
384.702,28.463404999999995,-150.688,396.6455,-139.4145,-138.07549999999998,1.1591188627159943,0.2340008124322059,1674856625.3382,338,57,1674856625339.6667,0.0262299495609826,-0.0524614350142118,0.0284699836673715,0.0044650109009056,-0.0385050817385408,-0.0212100763184256,384.702,28.463404999999995,-150.688,396.6455,-139.4145,-138.07549999999998,1.1591188627159943,0.2340008124322059,1674856625.3382,57,1674856625339.6667
386.6,27.51462,-149.68349999999995,396.7575,-138.35399999999998,-138.466,1.1332139718388268,0.2638865045142144,1674856625.3712,339,58,1674856625373.0,0.0429749904424303,-0.0407413064006164,0.0334899959232612,0.0011200027343813,-0.0061350027100273,-0.0072550422485185,386.6,27.51462,-149.68349999999998,396.7575,-138.354,-138.466,1.1332139718388268,0.2638865045142144,1674856625.3712,58,1674856625373.0
388.218,26.9007,-148.791,396.0315,-138.80100000000002,-137.6845,1.118284932408761,0.3047939935331588,1674856625.408,340,59,1674856625406.3333,0.0507900095220666,-0.0351602927750949,0.0306899890873067,-0.0061400149902712,0.0044600231567348,0.0072599931885797,388.218,26.9007,-148.791,396.0315,-138.801,-137.6845,1.118284932408761,0.3047939935331588,1674856625.408,59,1674856625406.3333
389.223,26.4542,-148.34449999999995,396.3105000000001,-138.8005,-137.071,1.1022367303176148,0.3412071331254294,1674856625.4411,341,60,1674856625439.6667,0.0452100367680274,-0.0200920663504192,0.0234350245119386,-0.0033500286132505,0.0061400149536499,0.0100449795900131,389.223,26.4542,-148.34449999999998,396.3105000000001,-138.8005,-137.071,1.1022367303176148,0.3412071331254294,1674856625.4411,60,1674856625439.6667
389.8925,26.398380000000003,-148.56799999999998,396.1435,-138.8565,-136.959,1.0831701723545888,0.3544728457306154,1674856625.4741,342,61,1674856625473.0,0.0329250067752779,-0.0111623945494627,0.011154994531396,-0.0061400354247911,-0.0050250123047176,0.0150699918581097,389.8925,26.398380000000003,-148.568,396.1435,-138.8565,-136.959,1.0831701723545888,0.3544728457306154,1674856625.4741,61,1674856625473.0
390.5065,26.844890000000003,-149.1255,395.92,-138.85649999999998,-137.4055,1.069075210777831,0.3615583268964889,1674856625.5072,343,62,1674856625506.3333,0.0228849822634996,-0.0005580686599952,-0.0033450408690806,-0.0011150231566948,-0.0005550013916044,0.002789961877568,390.5065,26.84489,-149.1255,395.92,-138.85649999999998,-137.4055,1.069075210777831,0.3615583268964888,1674856625.5072,62,1674856625506.3333
391.3995,26.78906,-149.90750000000003,396.1435,-138.466,-137.51749999999998,1.0673157106685636,0.3559982557870898,1674856625.5403,344,63,1674856625539.6667,0.0217649877322227,0.0033486122644143,-0.0156299808840227,-0.0016700204467481,0.0033449795655193,-0.0044650026978003,391.3995,26.78906,-149.90750000000003,396.1435,-138.466,-137.51749999999998,1.0673157106685636,0.3559982557870898,1674856625.5403,63,1674856625539.6667
392.5715,26.342575,-150.577,396.0315,-139.024,-136.9595,1.0663794600623449,0.3456629709205588,1674856625.5734,345,64,1674856625573.0,0.0267900000003196,-0.0005580472733287,-0.0200899917727206,-0.0011200191039708,-0.0016750326903697,-4.991809101942181e-06,392.5715,26.342575,-150.577,396.0315,-139.024,-136.9595,1.0663794600623449,0.3456629709205588,1674856625.5734,64,1674856625573.0
392.6830000000001,26.45421,-151.526,396.032,-139.303,-136.792,1.0553111617730326,0.3515760578365793,1674856625.6064,346,65,1674856625606.3333,0.0217649877322233,-0.0039068054490079,-0.0240050013308495,0.0011199863647924,-0.00446503950191,0.0061350231811687,392.683,26.45421,-151.526,396.032,-139.303,-136.792,1.0553111617730326,0.3515760578365793,1674856625.6064,65,1674856625606.3333
392.9065000000001,26.73323,-151.46949999999995,396.143,-139.2475,-137.07100000000003,1.0605168329717,0.3537788747144154,1674856625.6395,347,66,1674856625639.6667,0.0150700204224936,-0.0005583217990256,-0.0156200422730314,-5.008142070469894e-06,-0.0078150231445678,0.0044650313354255,392.9065000000001,26.73323,-151.46949999999998,396.143,-139.2475,-137.07100000000003,1.0605168329717,0.3537788747144154,1674856625.6395,66,1674856625639.6667
393.52,26.95647,-151.749,396.3665,-139.07999999999998,-137.35,1.0615435089778416,0.3568992415647203,1674856625.6726,348,67,1674856625673.0,0.0094850067872055,0.0061389445517222,-0.0117200327515245,0.0033500000488677,-0.0005600054321221,-0.0039049890991942,393.52,26.95647,-151.749,396.3665,-139.07999999999998,-137.35,1.0615435089778416,0.3568992415647203,1674856625.6726,67,1674856625673.0
393.799,27.179730000000006,-152.195,396.422,-138.8005,-137.6845,1.0555986005593394,0.3554484311522754,1674856625.7057,349,68,1674856625706.3333,0.0111600108765711,0.0072551972769487,-0.0066900204712209,0.0039000013916445,0.0050250082031648,-0.0089250013550836,393.799,27.179730000000003,-152.195,396.422,-138.8005,-137.6845,1.0555986005593394,0.3554484311522754,1674856625.7057,68,1674856625706.3333
393.855,27.17972,-152.195,396.534,-138.3545,-138.2985,1.0537168500532688,0.3558714480077404,1674856625.7387,350,69,1674856625739.6667,0.009485019055242,0.0044649109013938,-0.0072550177124459,0.0039100013428169,0.0089299891358751,-0.0122749849977411,393.855,27.17972,-152.195,396.534,-138.3545,-138.2985,1.0537168500532688,0.3558714480077404,1674856625.7387,69,1674856625739.6667
394.525,27.737820000000003,-152.08350000000004,396.8130000000001,-138.1865,-138.187,1.0542279355197255,0.3520329953519341,1674856625.7718,351,70,1674856625773.0,0.0100500204346401,0.0078135190767068,-0.0033450081665242,0.0044650026978012,0.008934989148082,-0.008369975464027,394.525,27.73782,-152.08350000000002,396.813,-138.1865,-138.187,1.0542279355197255,0.3520329953519341,1674856625.7718,70,1674856625773.0
395.083,28.240160000000003,-152.586,396.98,-138.0195,-138.2985,1.0954846440645876,0.3479679995169538,1674856625.8049,352,71,1674856625806.3333,0.0128400272461802,0.0106043258901999,-0.0039100095459219,0.0055800054199756,0.0078099864014935,-0.0061399700196773,395.083,28.240160000000003,-152.586,396.98,-138.0195,-138.2985,1.0954846440645876,0.3479679995169538,1674856625.8049,71,1674856625806.3333
395.585,28.79823,-152.642,397.092,-138.6335,-138.2985,1.1289776349753704,0.350407377419274,1674856625.8379,353,72,1674856625839.6667,0.0173000054689424,0.016185098640333,-0.00447000681156,0.005580005419975,-0.0027899618409467,2.775557561562892e-17,395.585,28.79823,-152.642,397.092,-138.6335,-138.2985,1.1289776349753704,0.3504073774192739,1674856625.8379,72,1674856625839.6667
396.199,29.91447,-153.256,397.929,-139.2475,-138.5775,1.1594741479063848,0.3455938315471012,1674856625.8747,354,73,1674856625873.0,0.0167400041017523,0.0217665122668311,-0.0117250245240052,0.0111600190430551,-0.0106099809327903,-0.0039050095337143,396.199,29.91447,-153.256,397.929,-139.2475,-138.5775,1.1594741479063848,0.3455938315471012,1674856625.8747,73,1674856625873.0
397.092,30.081895000000006,-152.586,398.264,-138.91250000000002,-139.2475,1.203709337693203,0.3451264297486529,1674856625.9078,355,74,1674856625906.3333,0.0200900122804825,0.0184173540901754,4.101552516025397e-09,0.0128400231446277,-0.008929976831218,-0.0094900231690019,397.092,30.081895000000003,-152.586,398.264,-138.91250000000002,-139.2475,1.203709337693203,0.3451264297486529,1674856625.9078,74,1674856625906.3333
397.65,29.858635,-152.53050000000005,398.7665,-139.07999999999998,-139.7495,1.2036510885906004,0.3324316289014673,1674856625.9408,356,75,1674856625939.6667,0.0206500095461212,0.010604092240868,0.0011149986572426,0.0167450040773383,-0.0044649986328689,-0.014509998657403,397.65,29.858635,-152.53050000000002,398.7665,-139.07999999999998,-139.7495,1.2036510885906004,0.3324316289014673,1674856625.9408,75,1674856625939.6667
398.1525,29.467985,-152.7535,399.213,-139.024,-139.638,1.1909176550733849,0.3235905616846386,1674856625.9739,357,76,1674856625973.0,0.0195350068239463,-0.0044648445485284,0.0050250082031648,0.0128399945436233,0.0022350177245927,-0.0106049891236882,398.1525,29.467985,-152.7535,399.213,-139.024,-139.638,1.190917655073385,0.3235905616846386,1674856625.9739,76,1674856625973.0
399.213,28.51919,-153.75799999999995,399.0455,-139.63799999999998,-139.303,1.1368520037873049,0.307359176900894,1674856626.007,358,77,1674856626006.3333,0.0212100109133125,-0.0156270718000598,-0.0117200326782819,0.007814982275527,-0.0072550054444086,-0.0005549645874953,399.213,28.51919,-153.75799999999998,399.0455,-139.63799999999998,-139.303,1.136852003787305,0.307359176900894,1674856626.007,77,1674856626006.3333
400.329,26.34255,-154.372,399.2685,-140.196,-139.41500000000002,1.1228234281032452,0.2989137740287678,1674856626.0401,359,78,1674856626039.6667,0.0267899836673517,-0.0351607764206426,-0.0184149999880121,0.0050199959229214,-0.0111599863771195,0.0033450163696287,400.329,26.34255,-154.372,399.2685,-140.196,-139.41500000000002,1.1228234281032452,0.2989137740287678,1674856626.0401,78,1674856626039.6667
400.8875,23.60785,-155.32100000000003,399.994,-139.9725,-139.69400000000002,1.1051116482305154,0.3098319159826246,1674856626.0731,360,79,1674856626073.0,0.0273499850345424,-0.0586013336485655,-0.0256750177126653,0.0078100027344614,-0.0094849822877539,-0.0005599931640859,400.8875,23.60785,-155.32100000000003,399.994,-139.9725,-139.69400000000002,1.1051116482305154,0.3098319159826246,1674856626.0731,79,1674856626073.0
400.9985,22.88235,-158.11149999999995,400.4965,-140.81,-140.81,1.0979916732766897,0.2924030852120464,1674856626.1062,361,80,1674856626106.3333,0.0178549618533328,-0.0563683781970142,-0.0435350613162872,0.0145100190919234,-0.0117199877443105,-0.015070028588977,400.9985,22.88235,-158.11149999999998,400.4965,-140.81,-140.81,1.0979916732766897,0.2924030852120464,1674856626.1062,80,1674856626106.3333
400.7755,24.3334,-162.855,401.0545,-141.424,-142.4845,1.1460186425628534,0.2885684112385043,1674856626.1393,362,81,1674856626139.6667,0.0044650272338736,-0.02009165532945,-0.0848298596815293,0.0178600027345812,-0.0122799850099487,-0.0306949522954039,400.7755,24.3334,-162.855,401.0545,-141.424,-142.4845,1.1460186425628534,0.2885684112385043,1674856626.1393,81,1674856626139.6667
400.7195,24.61245,-166.985,401.9475,-141.424,-143.9355,1.1706954153049476,0.2995427052808733,1674856626.1724,363,82,1674856626173.0,-0.0016799877686046,0.0100459182486104,-0.1166399373428518,0.0195350068239463,-0.014514990466505,-0.042414980908755,400.7195,24.61245,-166.985,401.9475,-141.424,-143.9355,1.1706954153049476,0.2995427052808733,1674856626.1724,82,1674856626173.0
401.278,24.3334,-170.1105,402.506,-141.9265,-146.55849999999995,1.1972014679808298,0.3028491701828249,1674856626.2054,364,83,1674856626206.3333,0.0027950231567154,0.0145104291482952,-0.1199899455215834,0.0200950081911369,-0.011164982287774,-0.0574850177008368,401.278,24.3334,-170.1105,402.506,-141.9265,-146.55849999999998,1.1972014679808298,0.3028491701828248,1674856626.2054,83,1674856626206.3333
401.7245,23.9427,-173.4035,403.064,-142.875,-149.1815,1.2402556543983898,0.2618681492451473,1674856626.2385,365,84,1674856626239.6667,0.0094899904664445,-0.0039069809229446,-0.1054850163464325,0.0200950081911375,-0.0145099659548458,-0.0669699713875869,401.7245,23.9427,-173.4035,403.064,-142.875,-149.1815,1.24025565439839,0.2618681492451473,1674856626.2385,84,1674856626239.6667
